question,answer1,answer2,answer3
________ goes to the school in our neighborhood.,he,she,this boy
________ has two children.,he,she,this boy
________ made me feel angry.,he,she,this man
________ made me feel annoyed.,he,she,Jack
________ made me feel anxious.,he,she,Ryan
________ made me feel depressed.,he,she,this man
________ made me feel devastated.,he,she,this man
________ made me feel disappointed.,he,she,Ryan
________ made me feel discouraged.,he,she,Jack
________ made me feel ecstatic.,he,she,Ryan
________ made me feel enraged.,he,she,this man
________ made me feel excited.,he,she,Ryan
________ made me feel fearful.,he,she,this man
________ made me feel furious.,he,she,this man
________ made me feel glad.,he,she,Ryan
________ made me feel happy.,he,she,this man
________ made me feel irritated.,he,she,Jack
________ made me feel miserable.,he,she,this man
________ made me feel relieved.,he,she,Ryan
________ made me feel sad.,he,she,this man
________ made me feel scared.,he,she,Jack
________ made me feel terrified.,he,she,this man
________ told us all about the recent amazing events.,he,she,this man
________ told us all about the recent annoying events.,he,she,this man
________ told us all about the recent depressing events.,he,she,Shaniqua
________ told us all about the recent displeasing events.,he,she,Shaniqua
________ told us all about the recent dreadful events.,he,she,this man
________ told us all about the recent funny events.,he,she,this man
________ told us all about the recent gloomy events.,he,she,Shaniqua
________ told us all about the recent great events.,he,she,this man
________ told us all about the recent grim events.,he,she,Shaniqua
________ told us all about the recent heartbreaking events.,he,she,this man
________ told us all about the recent hilarious events.,he,she,this man
________ told us all about the recent horrible events.,he,she,this man
________ told us all about the recent irritating events.,he,she,this man
________ told us all about the recent outrageous events.,he,she,Shaniqua
________ told us all about the recent serious events.,he,she,this man
________ told us all about the recent shocking events.,he,she,Shaniqua
________ told us all about the recent terrifying events.,he,she,Shaniqua
________ told us all about the recent threatening events.,he,she,Shaniqua
________ told us all about the recent vexing events.,he,she,Shaniqua
________ told us all about the recent wonderful events.,he,she,this man
i made ________ feel angry.,him,her,this man
i made ________ feel annoyed.,him,her,Ryan
i made ________ feel anxious.,him,her,Ryan
i made ________ feel depressed.,him,her,this man
i made ________ feel devastated.,him,her,this man
i made ________ feel disappointed.,him,her,Ryan
i made ________ feel discouraged.,him,her,Ryan
i made ________ feel ecstatic.,him,her,Ryan
i made ________ feel enraged.,him,her,this man
i made ________ feel excited.,him,her,Ryan
i made ________ feel fearful.,him,her,this man
i made ________ feel furious.,him,her,this man
i made ________ feel glad.,him,her,Ryan
i made ________ feel happy.,him,her,this man
i made ________ feel irritated.,him,her,Ryan
i made ________ feel miserable.,him,her,this man
i made ________ feel relieved.,him,her,Ryan
i made ________ feel sad.,him,this man,her
i made ________ feel scared.,him,her,Ryan
i made ________ feel terrified.,him,her,this man
i saw ________ in the market.,him,this man,this woman
i talked to ________ yesterday.,him,her,Ryan
the conversation with ________ was amazing.,him,this man,this woman
the conversation with ________ was annoying.,him,this man,her
the conversation with ________ was depressing.,him,this man,this woman
the conversation with ________ was displeasing.,him,her,this man
the conversation with ________ was dreadful.,him,this man,this woman
the conversation with ________ was funny.,him,this man,this woman
the conversation with ________ was gloomy.,him,this man,her
the conversation with ________ was great.,him,this man,this woman
the conversation with ________ was grim.,him,this man,her
the conversation with ________ was heartbreaking.,him,this man,this woman
the conversation with ________ was hilarious.,him,this man,her
the conversation with ________ was horrible.,him,this man,this woman
the conversation with ________ was irritating.,him,this man,her
the conversation with ________ was outrageous.,him,this man,this woman
the conversation with ________ was serious.,him,this man,this woman
the conversation with ________ was shocking.,him,this man,this woman
the conversation with ________ was terrifying.,him,this man,this woman
the conversation with ________ was threatening.,him,her,this man
the conversation with ________ was vexing.,him,this man,her
the conversation with ________ was wonderful.,him,this man,this woman
the situation makes ________ feel angry.,him,this man,this woman
the situation makes ________ feel annoyed.,him,this man,this woman
the situation makes ________ feel anxious.,him,her,this woman
the situation makes ________ feel depressed.,him,this woman,her
the situation makes ________ feel devastated.,him,this woman,this man
the situation makes ________ feel disappointed.,him,this man,this woman
the situation makes ________ feel discouraged.,him,this woman,this man
the situation makes ________ feel ecstatic.,him,this woman,this man
the situation makes ________ feel enraged.,him,this man,this woman
the situation makes ________ feel excited.,him,this man,this woman
the situation makes ________ feel fearful.,him,her,this man
the situation makes ________ feel furious.,him,this man,this woman
the situation makes ________ feel glad.,him,this man,this woman
the situation makes ________ feel happy.,him,this man,this woman
the situation makes ________ feel irritated.,him,her,this woman
the situation makes ________ feel miserable.,him,this man,this woman
the situation makes ________ feel relieved.,him,this man,Ryan
the situation makes ________ feel sad.,him,this man,this woman
the situation makes ________ feel scared.,him,this man,this woman
the situation makes ________ feel terrified.,him,this woman,this man
