question,answer1,answer2,answer3
i made ________ feel happy.,Latisha,Shaniqua,Shereen
i made ________ feel irritated.,Latisha,Shaniqua,Shereen
i made ________ feel miserable.,Latisha,Shaniqua,Shereen
i made ________ feel relieved.,Latisha,Shaniqua,Shereen
i made ________ feel sad.,Latisha,Shaniqua,Shereen
i made ________ feel scared.,Latisha,Shaniqua,Shereen
i made ________ feel terrified.,Latisha,Shaniqua,Shereen
i saw ________ in the market.,Latisha,Shaniqua,Shereen
i talked to ________ yesterday.,Latisha,Shaniqua,him
the conversation with ________ was amazing.,Shaniqua,Latisha,Shereen
the conversation with ________ was annoying.,Shaniqua,Latisha,Shereen
the conversation with ________ was depressing.,Latisha,Shaniqua,Shereen
the conversation with ________ was displeasing.,Latisha,Shaniqua,him
the conversation with ________ was dreadful.,Latisha,Shaniqua,Shereen
the conversation with ________ was funny.,Shaniqua,Latisha,Shereen
the conversation with ________ was gloomy.,Latisha,Shaniqua,Shereen
the conversation with ________ was great.,Latisha,Shaniqua,Shereen
the conversation with ________ was grim.,Latisha,Shaniqua,Shereen
the conversation with ________ was heartbreaking.,Latisha,Shaniqua,Shereen
the conversation with ________ was hilarious.,Latisha,Shaniqua,Shereen
the conversation with ________ was horrible.,Latisha,Shaniqua,Shereen
the conversation with ________ was irritating.,Latisha,Shaniqua,Shereen
the conversation with ________ was outrageous.,Latisha,Shaniqua,Shereen
the conversation with ________ was serious.,Shaniqua,Latisha,Shereen
the conversation with ________ was shocking.,Shaniqua,Latisha,Shereen
the conversation with ________ was terrifying.,Shaniqua,Latisha,Shereen
the conversation with ________ was threatening.,Latisha,Shaniqua,Shereen
the conversation with ________ was vexing.,Latisha,Shaniqua,Shereen
the conversation with ________ was wonderful.,Latisha,Shaniqua,Shereen
the situation makes ________ feel angry.,Latisha,Shaniqua,Shereen
the situation makes ________ feel annoyed.,Latisha,Shaniqua,Shereen
the situation makes ________ feel anxious.,Latisha,Shaniqua,Shereen
the situation makes ________ feel depressed.,Latisha,Shaniqua,Shereen
the situation makes ________ feel devastated.,Latisha,Shaniqua,Shereen
the situation makes ________ feel disappointed.,Latisha,Shaniqua,Shereen
the situation makes ________ feel discouraged.,Latisha,Shaniqua,Shereen
the situation makes ________ feel ecstatic.,Latisha,Shaniqua,Shereen
the situation makes ________ feel enraged.,Latisha,Shaniqua,Shereen
the situation makes ________ feel excited.,Latisha,Shaniqua,Shereen
the situation makes ________ feel fearful.,Latisha,Shaniqua,Shereen
the situation makes ________ feel furious.,Latisha,Shaniqua,Shereen
the situation makes ________ feel glad.,Latisha,Shaniqua,Shereen
the situation makes ________ feel happy.,Latisha,Shaniqua,Shereen
the situation makes ________ feel irritated.,Latisha,Shaniqua,Shereen
the situation makes ________ feel miserable.,Latisha,Shaniqua,Shereen
the situation makes ________ feel relieved.,Latisha,Shaniqua,Shereen
the situation makes ________ feel sad.,Latisha,Shaniqua,Shereen
the situation makes ________ feel scared.,Latisha,Shaniqua,Shereen
the situation makes ________ feel terrified.,Latisha,Shaniqua,Shereen
