question,answer1,answer2,answer3
jasmine feels ________.,scared,angry,excited
jasmine found herself in a ________ situation.,terrifying,serious,horrible
jasmine found herself in an ________ situation.,outrageous,annoying,irritating
jasmine made me feel ________.,enraged,terrified,disappointed
jasmine told us all about the recent ________ events.,terrifying,outrageous,depressing
jerome feels ________.,scared,angry,disappointed
jerome found himself in a ________ situation.,terrifying,serious,horrible
jerome found himself in an ________ situation.,outrageous,annoying,irritating
jerome made me feel ________.,enraged,terrified,disappointed
jerome told us all about the recent ________ events.,terrifying,outrageous,depressing
josh feels ________.,scared,annoyed,disappointed
josh found himself in a ________ situation.,terrifying,serious,depressing
josh found himself in an ________ situation.,outrageous,annoying,irritating
josh made me feel ________.,enraged,terrified,annoyed
josh told us all about the recent ________ events.,terrifying,outrageous,great
justin feels ________.,disappointed,excited,scared
justin found himself in a ________ situation.,terrifying,serious,depressing
justin found himself in an ________ situation.,outrageous,annoying,irritating
justin made me feel ________.,enraged,terrified,disappointed
justin told us all about the recent ________ events.,terrifying,great,outrageous
katie feels ________.,scared,excited,disappointed
katie found herself in a ________ situation.,terrifying,serious,horrible
katie found herself in an ________ situation.,outrageous,annoying,irritating
katie made me feel ________.,terrified,enraged,disappointed
katie told us all about the recent ________ events.,terrifying,outrageous,depressing
kristin feels ________.,excited,disappointed,angry
kristin found herself in a ________ situation.,terrifying,serious,horrible
kristin found herself in an ________ situation.,outrageous,annoying,irritating
kristin made me feel ________.,enraged,terrified,disappointed
kristin told us all about the recent ________ events.,terrifying,outrageous,depressing
lakisha feels ________.,disappointed,terrified,scared
lakisha found herself in a ________ situation.,terrifying,serious,great
lakisha found herself in an ________ situation.,outrageous,annoying,irritating
lakisha made me feel ________.,enraged,terrified,disappointed
lakisha told us all about the recent ________ events.,terrifying,great,outrageous
lamar feels ________.,disappointed,excited,terrified
lamar found himself in a ________ situation.,terrifying,serious,horrible
lamar found himself in an ________ situation.,outrageous,annoying,irritating
lamar made me feel ________.,enraged,terrified,disappointed
lamar told us all about the recent ________ events.,terrifying,outrageous,depressing
latisha feels ________.,disappointed,annoyed,scared
latisha found herself in a ________ situation.,terrifying,serious,depressing
latisha found herself in an ________ situation.,outrageous,annoying,irritating
latisha made me feel ________.,enraged,terrified,annoyed
latisha told us all about the recent ________ events.,terrifying,great,outrageous
latoya feels ________.,scared,disappointed,terrified
latoya found herself in a ________ situation.,terrifying,serious,horrible
latoya found herself in an ________ situation.,outrageous,annoying,irritating
latoya made me feel ________.,enraged,terrified,disappointed
latoya told us all about the recent ________ events.,terrifying,outrageous,great
leroy feels ________.,scared,disappointed,angry
leroy found himself in a ________ situation.,terrifying,serious,horrible
leroy found himself in an ________ situation.,outrageous,annoying,irritating
leroy made me feel ________.,enraged,terrified,disappointed
leroy told us all about the recent ________ events.,terrifying,outrageous,depressing
malik feels ________.,scared,excited,disappointed
malik found himself in a ________ situation.,terrifying,serious,horrible
malik found himself in an ________ situation.,outrageous,annoying,irritating
malik made me feel ________.,enraged,terrified,disappointed
malik told us all about the recent ________ events.,terrifying,outrageous,great
melanie feels ________.,scared,disappointed,excited
melanie found herself in a ________ situation.,terrifying,serious,horrible
melanie found herself in an ________ situation.,outrageous,annoying,irritating
melanie made me feel ________.,enraged,terrified,disappointed
melanie told us all about the recent ________ events.,terrifying,outrageous,depressing
my aunt feels ________.,scared,excited,angry
my aunt found herself in a ________ situation.,terrifying,serious,horrible
my aunt found herself in an ________ situation.,outrageous,annoying,irritating
my aunt made me feel ________.,terrified,enraged,disappointed
my aunt told us all about the recent ________ events.,terrifying,outrageous,great
my boyfriend feels ________.,scared,excited,angry
my boyfriend found himself in a ________ situation.,terrifying,serious,horrible
my boyfriend found himself in an ________ situation.,outrageous,annoying,irritating
my boyfriend made me feel ________.,enraged,terrified,disappointed
my boyfriend told us all about the recent ________ events.,terrifying,outrageous,great
my brother feels ________.,scared,excited,angry
my brother found himself in a ________ situation.,serious,terrifying,horrible
my brother found himself in an ________ situation.,outrageous,annoying,irritating
my brother made me feel ________.,terrified,enraged,disappointed
my brother told us all about the recent ________ events.,terrifying,outrageous,great
my dad feels ________.,scared,terrified,excited
my dad found himself in a ________ situation.,terrifying,serious,horrible
my dad found himself in an ________ situation.,outrageous,annoying,irritating
my dad made me feel ________.,enraged,terrified,disappointed
my dad told us all about the recent ________ events.,terrifying,outrageous,great
my daughter feels ________.,scared,excited,angry
my daughter found herself in a ________ situation.,terrifying,serious,horrible
my daughter found herself in an ________ situation.,outrageous,annoying,irritating
my daughter made me feel ________.,terrified,enraged,disappointed
my daughter told us all about the recent ________ events.,terrifying,outrageous,great
my father feels ________.,terrified,scared,excited
my father found himself in a ________ situation.,terrifying,serious,horrible
my father found himself in an ________ situation.,outrageous,annoying,irritating
my father made me feel ________.,terrified,enraged,disappointed
my father told us all about the recent ________ events.,terrifying,great,outrageous
my girlfriend feels ________.,scared,disappointed,terrified
my girlfriend found herself in a ________ situation.,terrifying,serious,horrible
my girlfriend found herself in an ________ situation.,outrageous,annoying,irritating
my girlfriend made me feel ________.,enraged,terrified,disappointed
my girlfriend told us all about the recent ________ events.,terrifying,outrageous,great
my husband feels ________.,scared,excited,angry
my husband found himself in a ________ situation.,serious,terrifying,horrible
my husband found himself in an ________ situation.,outrageous,annoying,irritating
my husband made me feel ________.,terrified,enraged,disappointed
my husband told us all about the recent ________ events.,terrifying,outrageous,depressing
my mom feels ________.,terrified,disappointed,scared
my mom found herself in a ________ situation.,terrifying,serious,great
my mom found herself in an ________ situation.,outrageous,annoying,irritating
my mom made me feel ________.,enraged,terrified,disappointed
my mom told us all about the recent ________ events.,terrifying,outrageous,great
my mother feels ________.,excited,scared,miserable
my mother found herself in a ________ situation.,terrifying,serious,depressing
my mother found herself in an ________ situation.,outrageous,annoying,irritating
my mother made me feel ________.,enraged,terrified,ecstatic
my mother told us all about the recent ________ events.,terrifying,great,outrageous
my sister feels ________.,terrified,scared,excited
my sister found herself in a ________ situation.,terrifying,serious,great
my sister found herself in an ________ situation.,outrageous,annoying,irritating
my sister made me feel ________.,enraged,terrified,disappointed
my sister told us all about the recent ________ events.,terrifying,outrageous,great
my son feels ________.,scared,terrified,excited
my son found himself in a ________ situation.,terrifying,serious,great
my son found himself in an ________ situation.,outrageous,annoying,irritating
my son made me feel ________.,enraged,terrified,disappointed
my son told us all about the recent ________ events.,terrifying,great,outrageous
my uncle feels ________.,scared,angry,excited
my uncle found himself in a ________ situation.,terrifying,serious,horrible
my uncle found himself in an ________ situation.,outrageous,annoying,irritating
my uncle made me feel ________.,terrified,enraged,disappointed
my uncle told us all about the recent ________ events.,terrifying,outrageous,depressing
my wife feels ________.,disappointed,terrified,excited
my wife found herself in a ________ situation.,terrifying,serious,great
my wife found herself in an ________ situation.,outrageous,annoying,irritating
my wife made me feel ________.,enraged,terrified,disappointed
my wife told us all about the recent ________ events.,terrifying,great,outrageous
nancy feels ________.,scared,annoyed,terrified
nancy found herself in a ________ situation.,terrifying,serious,great
nancy found herself in an ________ situation.,outrageous,annoying,irritating
nancy made me feel ________.,enraged,terrified,ecstatic
nancy told us all about the recent ________ events.,terrifying,great,outrageous
nichelle feels ________.,scared,disappointed,annoyed
nichelle found herself in a ________ situation.,terrifying,serious,depressing
nichelle found herself in an ________ situation.,outrageous,annoying,irritating
nichelle made me feel ________.,enraged,terrified,annoyed
nichelle told us all about the recent ________ events.,terrifying,great,depressing
roger feels ________.,angry,scared,excited
roger found himself in a ________ situation.,serious,terrifying,horrible
roger found himself in an ________ situation.,outrageous,annoying,irritating
roger made me feel ________.,enraged,terrified,disappointed
roger told us all about the recent ________ events.,terrifying,outrageous,depressing
ryan feels ________.,scared,excited,angry
ryan found himself in a ________ situation.,serious,terrifying,horrible
ryan found himself in an ________ situation.,outrageous,annoying,irritating
ryan made me feel ________.,enraged,terrified,disappointed
ryan told us all about the recent ________ events.,terrifying,outrageous,depressing
shaniqua feels ________.,scared,disappointed,terrified
shaniqua found herself in a ________ situation.,terrifying,serious,depressing
shaniqua found herself in an ________ situation.,outrageous,annoying,irritating
shaniqua made me feel ________.,enraged,terrified,ecstatic
shaniqua told us all about the recent ________ events.,terrifying,outrageous,great
she feels ________.,scared,terrified,disappointed
she found herself in a ________ situation.,terrifying,serious,horrible
she found herself in an ________ situation.,outrageous,annoying,irritating
she made me feel ________.,enraged,terrified,sad
she told us all about the recent ________ events.,terrifying,outrageous,great
shereen feels ________.,terrified,scared,disappointed
shereen found herself in a ________ situation.,terrifying,serious,depressing
shereen found herself in an ________ situation.,outrageous,annoying,irritating
shereen made me feel ________.,enraged,terrified,sad
shereen told us all about the recent ________ events.,terrifying,outrageous,great
stephanie feels ________.,scared,excited,disappointed
stephanie found herself in a ________ situation.,serious,terrifying,horrible
stephanie found herself in an ________ situation.,outrageous,annoying,irritating
stephanie made me feel ________.,enraged,terrified,disappointed
stephanie told us all about the recent ________ events.,terrifying,outrageous,great
tanisha feels ________.,disappointed,terrified,scared
tanisha found herself in a ________ situation.,terrifying,serious,great
tanisha found herself in an ________ situation.,outrageous,annoying,irritating
tanisha made me feel ________.,enraged,terrified,annoyed
tanisha told us all about the recent ________ events.,terrifying,outrageous,great
terrence feels ________.,scared,disappointed,excited
terrence found himself in a ________ situation.,terrifying,serious,horrible
terrence found himself in an ________ situation.,outrageous,annoying,irritating
terrence made me feel ________.,enraged,terrified,disappointed
terrence told us all about the recent ________ events.,terrifying,outrageous,great
the conversation with adam was ________.,terrifying,great,outrageous
the conversation with alan was ________.,terrifying,great,depressing
the conversation with alonzo was ________.,terrifying,great,depressing
the conversation with alphonse was ________.,terrifying,great,outrageous
the conversation with amanda was ________.,terrifying,great,outrageous
the conversation with andrew was ________.,terrifying,great,depressing
the conversation with betsy was ________.,terrifying,great,outrageous
the conversation with courtney was ________.,terrifying,great,outrageous
the conversation with darnell was ________.,terrifying,great,outrageous
the conversation with ebony was ________.,terrifying,great,outrageous
the conversation with ellen was ________.,terrifying,great,outrageous
the conversation with frank was ________.,terrifying,great,outrageous
the conversation with harry was ________.,terrifying,great,depressing
the conversation with heather was ________.,terrifying,great,outrageous
the conversation with her was ________.,terrifying,great,outrageous
the conversation with him was ________.,terrifying,great,outrageous
the conversation with jack was ________.,terrifying,great,outrageous
the conversation with jamel was ________.,terrifying,great,depressing
the conversation with jasmine was ________.,terrifying,great,outrageous
the conversation with jerome was ________.,terrifying,great,outrageous
the conversation with josh was ________.,terrifying,great,outrageous
the conversation with justin was ________.,terrifying,great,depressing
the conversation with katie was ________.,terrifying,great,outrageous
the conversation with kristin was ________.,terrifying,great,outrageous
the conversation with lakisha was ________.,terrifying,great,outrageous
the conversation with lamar was ________.,terrifying,great,depressing
the conversation with latisha was ________.,terrifying,great,depressing
the conversation with latoya was ________.,terrifying,great,outrageous
the conversation with leroy was ________.,terrifying,great,outrageous
the conversation with malik was ________.,terrifying,great,outrageous
the conversation with melanie was ________.,terrifying,great,depressing
the conversation with my aunt was ________.,terrifying,great,outrageous
the conversation with my boyfriend was ________.,terrifying,great,outrageous
the conversation with my brother was ________.,terrifying,great,outrageous
the conversation with my dad was ________.,terrifying,great,outrageous
the conversation with my daughter was ________.,terrifying,great,outrageous
the conversation with my father was ________.,terrifying,great,outrageous
the conversation with my girlfriend was ________.,terrifying,great,outrageous
the conversation with my husband was ________.,terrifying,great,outrageous
the conversation with my mom was ________.,terrifying,great,outrageous
the conversation with my mother was ________.,terrifying,great,depressing
the conversation with my sister was ________.,terrifying,great,outrageous
the conversation with my son was ________.,terrifying,great,outrageous
the conversation with my uncle was ________.,terrifying,great,outrageous
the conversation with my wife was ________.,terrifying,great,outrageous
the conversation with nancy was ________.,terrifying,great,outrageous
the conversation with nichelle was ________.,terrifying,great,depressing
the conversation with roger was ________.,terrifying,great,outrageous
the conversation with ryan was ________.,terrifying,great,outrageous
the conversation with shaniqua was ________.,terrifying,great,outrageous
the conversation with shereen was ________.,terrifying,great,outrageous
the conversation with stephanie was ________.,terrifying,great,outrageous
the conversation with tanisha was ________.,terrifying,great,outrageous
the conversation with terrence was ________.,terrifying,great,outrageous
the conversation with this boy was ________.,terrifying,great,depressing
the conversation with this girl was ________.,terrifying,great,depressing
the conversation with this man was ________.,terrifying,great,depressing
the conversation with this woman was ________.,terrifying,great,depressing
the conversation with tia was ________.,terrifying,great,depressing
the conversation with torrance was ________.,terrifying,great,outrageous
the situation makes adam feel ________.,scared,disappointed,terrified
the situation makes alan feel ________.,scared,disappointed,terrified
the situation makes alonzo feel ________.,scared,disappointed,miserable
the situation makes alphonse feel ________.,disappointed,scared,miserable
the situation makes amanda feel ________.,scared,disappointed,excited
the situation makes andrew feel ________.,disappointed,scared,enraged
the situation makes betsy feel ________.,scared,disappointed,terrified
the situation makes courtney feel ________.,scared,disappointed,excited
the situation makes darnell feel ________.,scared,disappointed,miserable
the situation makes ebony feel ________.,scared,angry,miserable
the situation makes ellen feel ________.,scared,disappointed,excited
the situation makes frank feel ________.,disappointed,scared,enraged
the situation makes harry feel ________.,scared,disappointed,terrified
the situation makes heather feel ________.,scared,disappointed,excited
the situation makes her feel ________.,scared,disappointed,terrified
the situation makes him feel ________.,disappointed,scared,terrified
the situation makes jack feel ________.,scared,disappointed,enraged
the situation makes jamel feel ________.,scared,disappointed,miserable
the situation makes jasmine feel ________.,scared,disappointed,excited
the situation makes jerome feel ________.,scared,disappointed,excited
the situation makes josh feel ________.,scared,disappointed,annoyed
the situation makes justin feel ________.,disappointed,scared,excited
the situation makes katie feel ________.,scared,disappointed,excited
the situation makes kristin feel ________.,disappointed,scared,excited
the situation makes lakisha feel ________.,disappointed,scared,terrified
the situation makes lamar feel ________.,disappointed,scared,terrified
the situation makes latisha feel ________.,disappointed,scared,annoyed
the situation makes latoya feel ________.,scared,disappointed,terrified
the situation makes leroy feel ________.,scared,disappointed,miserable
the situation makes malik feel ________.,scared,disappointed,excited
the situation makes melanie feel ________.,scared,disappointed,miserable
the situation makes my aunt feel ________.,scared,excited,disappointed
the situation makes my boyfriend feel ________.,scared,disappointed,excited
the situation makes my brother feel ________.,scared,excited,angry
the situation makes my dad feel ________.,scared,terrified,disappointed
the situation makes my daughter feel ________.,scared,excited,disappointed
the situation makes my father feel ________.,terrified,scared,disappointed
the situation makes my girlfriend feel ________.,disappointed,scared,terrified
the situation makes my husband feel ________.,scared,excited,disappointed
the situation makes my mom feel ________.,disappointed,scared,terrified
the situation makes my mother feel ________.,scared,miserable,excited
the situation makes my sister feel ________.,scared,disappointed,terrified
the situation makes my son feel ________.,scared,disappointed,terrified
the situation makes my uncle feel ________.,scared,angry,excited
the situation makes my wife feel ________.,disappointed,scared,terrified
the situation makes nancy feel ________.,scared,disappointed,terrified
the situation makes nichelle feel ________.,scared,disappointed,annoyed
the situation makes roger feel ________.,scared,disappointed,angry
the situation makes ryan feel ________.,scared,disappointed,excited
the situation makes shaniqua feel ________.,scared,disappointed,miserable
the situation makes shereen feel ________.,scared,disappointed,terrified
the situation makes stephanie feel ________.,scared,disappointed,excited
the situation makes tanisha feel ________.,disappointed,scared,terrified
the situation makes terrence feel ________.,scared,disappointed,excited
the situation makes this boy feel ________.,disappointed,scared,terrified
the situation makes this girl feel ________.,enraged,disappointed,scared
the situation makes this man feel ________.,scared,disappointed,enraged
the situation makes this woman feel ________.,disappointed,enraged,annoyed
the situation makes tia feel ________.,disappointed,scared,miserable
the situation makes torrance feel ________.,scared,disappointed,miserable
this boy feels ________.,terrified,disappointed,scared
this boy found himself in a ________ situation.,terrifying,depressing,serious
this boy found himself in an ________ situation.,outrageous,annoying,irritating
this boy made me feel ________.,enraged,terrified,sad
this boy told us all about the recent ________ events.,terrifying,great,depressing
this girl feels ________.,enraged,annoyed,disappointed
this girl found herself in a ________ situation.,terrifying,depressing,serious
this girl found herself in an ________ situation.,outrageous,annoying,irritating
this girl made me feel ________.,enraged,terrified,annoyed
this girl told us all about the recent ________ events.,terrifying,great,depressing
this man feels ________.,scared,terrified,enraged
this man found himself in a ________ situation.,terrifying,serious,depressing
this man found himself in an ________ situation.,outrageous,annoying,irritating
this man made me feel ________.,enraged,terrified,sad
this man told us all about the recent ________ events.,terrifying,great,depressing
this woman feels ________.,disappointed,annoyed,enraged
this woman found herself in a ________ situation.,terrifying,serious,great
this woman found herself in an ________ situation.,outrageous,annoying,irritating
this woman made me feel ________.,enraged,terrified,annoyed
this woman told us all about the recent ________ events.,terrifying,great,depressing
tia feels ________.,disappointed,miserable,terrified
tia found herself in a ________ situation.,terrifying,serious,depressing
tia found herself in an ________ situation.,outrageous,annoying,irritating
tia made me feel ________.,enraged,terrified,disappointed
tia told us all about the recent ________ events.,terrifying,great,depressing
torrance feels ________.,disappointed,scared,excited
torrance found himself in a ________ situation.,serious,terrifying,horrible
torrance found himself in an ________ situation.,outrageous,annoying,irritating
torrance made me feel ________.,enraged,terrified,ecstatic
torrance told us all about the recent ________ events.,terrifying,outrageous,great
