question,answer1,answer2,answer3
ebony told us all about the recent ________ events.,displeasing,great,serious
ellen feels ________.,happy,glad,annoyed
ellen found herself in a ________ situation.,displeasing,serious,great
ellen found herself in an ________ situation.,irritating,amazing,annoying
ellen made me feel ________.,happy,glad,scared
ellen told us all about the recent ________ events.,displeasing,serious,great
frank feels ________.,happy,glad,disappointed
frank found himself in a ________ situation.,serious,displeasing,great
frank found himself in an ________ situation.,irritating,amazing,annoying
frank made me feel ________.,happy,glad,scared
frank told us all about the recent ________ events.,displeasing,great,serious
harry feels ________.,happy,glad,disappointed
harry found himself in a ________ situation.,displeasing,serious,great
harry found himself in an ________ situation.,irritating,amazing,annoying
harry made me feel ________.,happy,glad,scared
harry told us all about the recent ________ events.,displeasing,great,serious
he feels ________.,happy,glad,disappointed
he found himself in a ________ situation.,serious,displeasing,great
he found himself in an ________ situation.,irritating,amazing,annoying
he made me feel ________.,happy,glad,scared
he told us all about the recent ________ events.,displeasing,great,serious
heather feels ________.,happy,glad,annoyed
heather found herself in a ________ situation.,serious,displeasing,threatening
heather found herself in an ________ situation.,irritating,amazing,annoying
heather made me feel ________.,happy,glad,scared
heather told us all about the recent ________ events.,displeasing,serious,great
i made adam feel ________.,happy,glad,disappointed
i made alan feel ________.,happy,glad,disappointed
i made alonzo feel ________.,happy,glad,excited
i made alphonse feel ________.,happy,glad,excited
i made amanda feel ________.,happy,glad,scared
i made andrew feel ________.,happy,glad,disappointed
i made betsy feel ________.,happy,glad,scared
i made courtney feel ________.,happy,glad,disappointed
i made darnell feel ________.,happy,glad,scared
i made ebony feel ________.,happy,glad,scared
i made ellen feel ________.,happy,glad,scared
i made frank feel ________.,happy,glad,disappointed
i made harry feel ________.,happy,glad,disappointed
i made heather feel ________.,happy,glad,disappointed
i made her feel ________.,happy,glad,discouraged
i made him feel ________.,happy,glad,scared
i made jack feel ________.,happy,glad,scared
i made jamel feel ________.,happy,glad,disappointed
i made jasmine feel ________.,happy,glad,scared
i made jerome feel ________.,happy,glad,disappointed
i made josh feel ________.,happy,glad,scared
i made justin feel ________.,happy,glad,disappointed
i made katie feel ________.,happy,glad,scared
i made kristin feel ________.,happy,glad,disappointed
i made lakisha feel ________.,happy,glad,disappointed
i made lamar feel ________.,happy,glad,excited
i made latisha feel ________.,happy,glad,scared
i made latoya feel ________.,happy,glad,scared
i made leroy feel ________.,happy,glad,scared
i made malik feel ________.,happy,glad,disappointed
i made melanie feel ________.,happy,glad,disappointed
i made my aunt feel ________.,happy,glad,scared
i made my boyfriend feel ________.,happy,glad,scared
i made my brother feel ________.,happy,glad,scared
i made my dad feel ________.,happy,glad,scared
i made my daughter feel ________.,happy,glad,scared
i made my father feel ________.,happy,glad,scared
i made my girlfriend feel ________.,happy,glad,scared
i made my husband feel ________.,happy,glad,scared
i made my mom feel ________.,happy,glad,scared
i made my mother feel ________.,happy,glad,scared
i made my sister feel ________.,happy,glad,scared
i made my son feel ________.,happy,glad,scared
i made my uncle feel ________.,happy,glad,scared
i made my wife feel ________.,happy,glad,scared
i made nancy feel ________.,happy,glad,disappointed
i made nichelle feel ________.,happy,glad,scared
i made roger feel ________.,happy,glad,disappointed
i made ryan feel ________.,happy,glad,excited
i made shaniqua feel ________.,happy,glad,disappointed
i made shereen feel ________.,happy,glad,scared
i made stephanie feel ________.,happy,glad,scared
i made tanisha feel ________.,happy,glad,disappointed
i made terrence feel ________.,happy,glad,scared
i made this boy feel ________.,happy,glad,scared
i made this girl feel ________.,happy,glad,scared
i made this man feel ________.,happy,glad,discouraged
i made this woman feel ________.,happy,glad,discouraged
i made tia feel ________.,happy,glad,scared
i made torrance feel ________.,happy,glad,disappointed
jack feels ________.,happy,glad,annoyed
jack found himself in a ________ situation.,displeasing,serious,great
jack found himself in an ________ situation.,irritating,amazing,annoying
jack made me feel ________.,happy,glad,scared
jack told us all about the recent ________ events.,displeasing,great,serious
jamel feels ________.,annoyed,glad,happy
jamel found himself in a ________ situation.,serious,displeasing,great
jamel found himself in an ________ situation.,irritating,amazing,annoying
jamel made me feel ________.,happy,glad,scared
jamel told us all about the recent ________ events.,displeasing,serious,great
jasmine feels ________.,glad,happy,annoyed
jasmine found herself in a ________ situation.,displeasing,serious,great
jasmine found herself in an ________ situation.,irritating,amazing,annoying
jasmine made me feel ________.,happy,glad,scared
jasmine told us all about the recent ________ events.,displeasing,great,serious
jerome feels ________.,happy,disappointed,glad
jerome found himself in a ________ situation.,displeasing,serious,great
jerome found himself in an ________ situation.,irritating,amazing,annoying
jerome made me feel ________.,happy,glad,scared
jerome told us all about the recent ________ events.,displeasing,great,serious
josh feels ________.,happy,glad,scared
josh found himself in a ________ situation.,displeasing,serious,great
josh found himself in an ________ situation.,irritating,amazing,annoying
josh made me feel ________.,happy,glad,scared
josh told us all about the recent ________ events.,displeasing,great,serious
justin feels ________.,happy,glad,relieved
justin found himself in a ________ situation.,displeasing,serious,great
justin found himself in an ________ situation.,irritating,amazing,annoying
justin made me feel ________.,happy,glad,scared
justin told us all about the recent ________ events.,displeasing,great,serious
katie feels ________.,happy,glad,annoyed
katie found herself in a ________ situation.,displeasing,serious,great
katie found herself in an ________ situation.,irritating,amazing,annoying
katie made me feel ________.,happy,glad,scared
katie told us all about the recent ________ events.,displeasing,great,serious
kristin feels ________.,glad,annoyed,happy
kristin found herself in a ________ situation.,displeasing,serious,great
kristin found herself in an ________ situation.,irritating,amazing,annoying
kristin made me feel ________.,happy,glad,scared
kristin told us all about the recent ________ events.,displeasing,great,serious
lakisha feels ________.,annoyed,glad,scared
lakisha found herself in a ________ situation.,serious,displeasing,threatening
lakisha found herself in an ________ situation.,irritating,amazing,annoying
lakisha made me feel ________.,happy,glad,scared
lakisha told us all about the recent ________ events.,displeasing,serious,great
lamar feels ________.,glad,excited,happy
lamar found himself in a ________ situation.,displeasing,serious,great
lamar found himself in an ________ situation.,irritating,amazing,annoying
lamar made me feel ________.,happy,glad,scared
lamar told us all about the recent ________ events.,displeasing,great,serious
latisha feels ________.,glad,annoyed,scared
latisha found herself in a ________ situation.,serious,displeasing,threatening
latisha found herself in an ________ situation.,irritating,amazing,annoying
latisha made me feel ________.,happy,glad,scared
latisha told us all about the recent ________ events.,displeasing,serious,great
latoya feels ________.,annoyed,glad,fearful
latoya found herself in a ________ situation.,serious,displeasing,great
latoya found herself in an ________ situation.,irritating,amazing,annoying
latoya made me feel ________.,happy,glad,scared
latoya told us all about the recent ________ events.,displeasing,great,serious
leroy feels ________.,glad,happy,annoyed
leroy found himself in a ________ situation.,displeasing,serious,great
leroy found himself in an ________ situation.,irritating,amazing,annoying
leroy made me feel ________.,happy,glad,scared
leroy told us all about the recent ________ events.,displeasing,great,serious
malik feels ________.,glad,disappointed,happy
malik found himself in a ________ situation.,displeasing,serious,great
malik found himself in an ________ situation.,irritating,amazing,annoying
malik made me feel ________.,happy,glad,scared
malik told us all about the recent ________ events.,displeasing,great,serious
melanie feels ________.,glad,happy,annoyed
melanie found herself in a ________ situation.,serious,displeasing,threatening
melanie found herself in an ________ situation.,irritating,amazing,annoying
melanie made me feel ________.,happy,glad,scared
melanie told us all about the recent ________ events.,displeasing,serious,great
my aunt feels ________.,happy,glad,scared
my aunt found herself in a ________ situation.,displeasing,great,wonderful
my aunt found herself in an ________ situation.,irritating,amazing,annoying
my aunt made me feel ________.,happy,glad,scared
my aunt told us all about the recent ________ events.,displeasing,great,serious
my boyfriend feels ________.,happy,glad,scared
my boyfriend found himself in a ________ situation.,displeasing,serious,great
my boyfriend found himself in an ________ situation.,irritating,amazing,annoying
my boyfriend made me feel ________.,happy,glad,scared
my boyfriend told us all about the recent ________ events.,displeasing,great,serious
my brother feels ________.,happy,glad,scared
my brother found himself in a ________ situation.,great,displeasing,serious
my brother found himself in an ________ situation.,irritating,amazing,annoying
my brother made me feel ________.,happy,glad,scared
my brother told us all about the recent ________ events.,displeasing,great,serious
my dad feels ________.,happy,glad,scared
my dad found himself in a ________ situation.,great,displeasing,serious
my dad found himself in an ________ situation.,irritating,amazing,annoying
my dad made me feel ________.,happy,glad,scared
my dad told us all about the recent ________ events.,displeasing,great,serious
my daughter feels ________.,happy,glad,scared
my daughter found herself in a ________ situation.,displeasing,great,serious
my daughter found herself in an ________ situation.,irritating,amazing,annoying
my daughter made me feel ________.,happy,glad,scared
my daughter told us all about the recent ________ events.,displeasing,great,serious
my father feels ________.,happy,glad,scared
my father found himself in a ________ situation.,great,displeasing,serious
my father found himself in an ________ situation.,irritating,amazing,annoying
my father made me feel ________.,happy,glad,scared
my father told us all about the recent ________ events.,displeasing,great,serious
my girlfriend feels ________.,happy,glad,scared
my girlfriend found herself in a ________ situation.,displeasing,serious,great
my girlfriend found herself in an ________ situation.,irritating,amazing,annoying
my girlfriend made me feel ________.,happy,glad,scared
my girlfriend told us all about the recent ________ events.,displeasing,great,serious
my husband feels ________.,happy,glad,scared
my husband found himself in a ________ situation.,displeasing,great,serious
my husband found himself in an ________ situation.,irritating,amazing,annoying
my husband made me feel ________.,happy,glad,scared
my husband told us all about the recent ________ events.,displeasing,great,serious
my mom feels ________.,happy,glad,scared
my mom found herself in a ________ situation.,displeasing,great,wonderful
my mom found herself in an ________ situation.,irritating,amazing,annoying
my mom made me feel ________.,happy,glad,scared
my mom told us all about the recent ________ events.,displeasing,great,serious
my mother feels ________.,happy,glad,scared
my mother found herself in a ________ situation.,displeasing,great,serious
my mother found herself in an ________ situation.,irritating,amazing,annoying
my mother made me feel ________.,happy,glad,scared
my mother told us all about the recent ________ events.,displeasing,great,serious
my sister feels ________.,happy,glad,scared
my sister found herself in a ________ situation.,displeasing,great,serious
my sister found herself in an ________ situation.,irritating,amazing,annoying
my sister made me feel ________.,happy,glad,scared
my sister told us all about the recent ________ events.,displeasing,great,serious
my son feels ________.,happy,glad,scared
my son found himself in a ________ situation.,great,displeasing,serious
my son found himself in an ________ situation.,irritating,amazing,annoying
my son made me feel ________.,happy,glad,scared
my son told us all about the recent ________ events.,displeasing,great,serious
my uncle feels ________.,happy,glad,scared
my uncle found himself in a ________ situation.,great,displeasing,serious
my uncle found himself in an ________ situation.,irritating,amazing,annoying
my uncle made me feel ________.,happy,glad,scared
my uncle told us all about the recent ________ events.,displeasing,great,serious
my wife feels ________.,happy,glad,scared
my wife found herself in a ________ situation.,displeasing,great,serious
my wife found herself in an ________ situation.,irritating,amazing,annoying
my wife made me feel ________.,happy,glad,scared
my wife told us all about the recent ________ events.,displeasing,great,serious
nancy feels ________.,happy,glad,annoyed
nancy found herself in a ________ situation.,displeasing,serious,great
nancy found herself in an ________ situation.,irritating,amazing,annoying
nancy made me feel ________.,happy,glad,disappointed
nancy told us all about the recent ________ events.,displeasing,great,serious
nichelle feels ________.,glad,relieved,annoyed
nichelle found herself in a ________ situation.,serious,displeasing,threatening
nichelle found herself in an ________ situation.,irritating,amazing,annoying
nichelle made me feel ________.,happy,glad,scared
nichelle told us all about the recent ________ events.,displeasing,serious,great
roger feels ________.,happy,glad,disappointed
roger found himself in a ________ situation.,displeasing,serious,great
roger found himself in an ________ situation.,irritating,amazing,annoying
roger made me feel ________.,happy,glad,disappointed
roger told us all about the recent ________ events.,displeasing,great,serious
ryan feels ________.,happy,glad,relieved
ryan found himself in a ________ situation.,serious,displeasing,great
ryan found himself in an ________ situation.,irritating,amazing,annoying
ryan made me feel ________.,happy,glad,scared
ryan told us all about the recent ________ events.,displeasing,serious,great
shaniqua feels ________.,glad,annoyed,scared
shaniqua found herself in a ________ situation.,serious,displeasing,threatening
shaniqua found herself in an ________ situation.,irritating,amazing,annoying
shaniqua made me feel ________.,happy,glad,scared
shaniqua told us all about the recent ________ events.,displeasing,serious,great
she feels ________.,happy,glad,scared
she found herself in a ________ situation.,displeasing,serious,great
she found herself in an ________ situation.,irritating,amazing,annoying
she made me feel ________.,happy,glad,scared
she told us all about the recent ________ events.,displeasing,serious,great
shereen feels ________.,glad,scared,annoyed
shereen found herself in a ________ situation.,serious,displeasing,threatening
shereen found herself in an ________ situation.,irritating,amazing,annoying
shereen made me feel ________.,happy,glad,scared
shereen told us all about the recent ________ events.,displeasing,serious,great
stephanie feels ________.,happy,glad,annoyed
stephanie found herself in a ________ situation.,displeasing,serious,great
stephanie found herself in an ________ situation.,irritating,amazing,annoying
stephanie made me feel ________.,happy,glad,scared
stephanie told us all about the recent ________ events.,displeasing,serious,great
tanisha feels ________.,glad,annoyed,discouraged
tanisha found herself in a ________ situation.,serious,displeasing,threatening
tanisha found herself in an ________ situation.,irritating,amazing,annoying
tanisha made me feel ________.,happy,glad,scared
tanisha told us all about the recent ________ events.,displeasing,serious,great
terrence feels ________.,glad,scared,happy
terrence found himself in a ________ situation.,serious,displeasing,great
terrence found himself in an ________ situation.,irritating,amazing,annoying
terrence made me feel ________.,happy,glad,scared
terrence told us all about the recent ________ events.,displeasing,serious,great
the conversation with adam was ________.,great,displeasing,serious
the conversation with alan was ________.,displeasing,great,serious
the conversation with alonzo was ________.,great,displeasing,dreadful
the conversation with alphonse was ________.,great,displeasing,dreadful
the conversation with amanda was ________.,displeasing,great,serious
the conversation with andrew was ________.,great,displeasing,serious
the conversation with betsy was ________.,great,displeasing,wonderful
the conversation with courtney was ________.,great,displeasing,serious
the conversation with darnell was ________.,displeasing,great,serious
the conversation with ebony was ________.,great,displeasing,dreadful
the conversation with ellen was ________.,displeasing,great,serious
the conversation with frank was ________.,great,displeasing,serious
the conversation with harry was ________.,great,displeasing,serious
the conversation with heather was ________.,displeasing,great,serious
the conversation with her was ________.,displeasing,great,serious
the conversation with him was ________.,great,displeasing,serious
the conversation with jack was ________.,great,displeasing,serious
the conversation with jamel was ________.,great,displeasing,serious
the conversation with jasmine was ________.,great,displeasing,wonderful
the conversation with jerome was ________.,great,displeasing,serious
the conversation with josh was ________.,displeasing,great,serious
the conversation with justin was ________.,great,displeasing,serious
the conversation with katie was ________.,displeasing,great,serious
the conversation with kristin was ________.,displeasing,great,wonderful
the conversation with lakisha was ________.,great,displeasing,serious
the conversation with lamar was ________.,great,displeasing,serious
the conversation with latisha was ________.,great,displeasing,serious
the conversation with latoya was ________.,great,displeasing,wonderful
the conversation with leroy was ________.,great,displeasing,serious
the conversation with malik was ________.,displeasing,great,serious
the conversation with melanie was ________.,displeasing,great,serious
the conversation with my aunt was ________.,great,displeasing,wonderful
the conversation with my boyfriend was ________.,displeasing,great,wonderful
the conversation with my brother was ________.,great,displeasing,wonderful
the conversation with my dad was ________.,great,displeasing,wonderful
the conversation with my daughter was ________.,great,displeasing,wonderful
the conversation with my father was ________.,great,displeasing,wonderful
the conversation with my girlfriend was ________.,displeasing,great,wonderful
the conversation with my husband was ________.,displeasing,great,wonderful
the conversation with my mom was ________.,great,displeasing,wonderful
the conversation with my mother was ________.,great,displeasing,wonderful
the conversation with my sister was ________.,great,displeasing,wonderful
the conversation with my son was ________.,great,displeasing,wonderful
the conversation with my uncle was ________.,great,displeasing,wonderful
the conversation with my wife was ________.,displeasing,great,wonderful
the conversation with nancy was ________.,displeasing,great,serious
the conversation with nichelle was ________.,great,displeasing,serious
the conversation with roger was ________.,great,displeasing,serious
the conversation with ryan was ________.,displeasing,great,serious
the conversation with shaniqua was ________.,great,displeasing,serious
the conversation with shereen was ________.,great,displeasing,serious
the conversation with stephanie was ________.,displeasing,great,serious
the conversation with tanisha was ________.,great,displeasing,serious
the conversation with terrence was ________.,great,displeasing,serious
the conversation with this boy was ________.,great,displeasing,serious
the conversation with this girl was ________.,displeasing,great,serious
the conversation with this man was ________.,great,displeasing,serious
the conversation with this woman was ________.,displeasing,great,serious
the conversation with tia was ________.,great,displeasing,serious
the conversation with torrance was ________.,great,displeasing,serious
the situation makes adam feel ________.,happy,glad,disappointed
the situation makes alan feel ________.,happy,glad,disappointed
the situation makes alonzo feel ________.,happy,glad,fearful
the situation makes alphonse feel ________.,happy,fearful,glad
the situation makes amanda feel ________.,happy,glad,anxious
the situation makes andrew feel ________.,happy,glad,disappointed
the situation makes betsy feel ________.,happy,glad,discouraged
the situation makes courtney feel ________.,happy,glad,disappointed
the situation makes darnell feel ________.,happy,glad,discouraged
the situation makes ebony feel ________.,happy,glad,discouraged
the situation makes ellen feel ________.,happy,glad,anxious
the situation makes frank feel ________.,happy,glad,disappointed
the situation makes harry feel ________.,happy,glad,fearful
the situation makes heather feel ________.,happy,glad,disappointed
the situation makes her feel ________.,happy,glad,discouraged
the situation makes him feel ________.,happy,glad,discouraged
the situation makes jack feel ________.,happy,glad,fearful
the situation makes jamel feel ________.,happy,glad,anxious
the situation makes jasmine feel ________.,happy,glad,discouraged
the situation makes jerome feel ________.,happy,glad,disappointed
the situation makes josh feel ________.,happy,glad,fearful
the situation makes justin feel ________.,happy,glad,disappointed
the situation makes katie feel ________.,happy,glad,fearful
the situation makes kristin feel ________.,happy,glad,disappointed
the situation makes lakisha feel ________.,happy,glad,disappointed
the situation makes lamar feel ________.,happy,glad,disappointed
the situation makes latisha feel ________.,happy,glad,anxious
the situation makes latoya feel ________.,happy,glad,fearful
the situation makes leroy feel ________.,happy,glad,fearful
the situation makes malik feel ________.,happy,glad,disappointed
the situation makes melanie feel ________.,happy,glad,disappointed
the situation makes my aunt feel ________.,happy,glad,scared
the situation makes my boyfriend feel ________.,happy,glad,scared
the situation makes my brother feel ________.,happy,glad,discouraged
the situation makes my dad feel ________.,happy,glad,scared
the situation makes my daughter feel ________.,happy,glad,discouraged
the situation makes my father feel ________.,happy,glad,discouraged
the situation makes my girlfriend feel ________.,happy,glad,scared
the situation makes my husband feel ________.,happy,glad,discouraged
the situation makes my mom feel ________.,happy,glad,scared
the situation makes my mother feel ________.,happy,glad,discouraged
the situation makes my sister feel ________.,happy,glad,discouraged
the situation makes my son feel ________.,happy,glad,discouraged
the situation makes my uncle feel ________.,happy,glad,scared
the situation makes my wife feel ________.,happy,glad,discouraged
the situation makes nancy feel ________.,happy,glad,disappointed
the situation makes nichelle feel ________.,happy,glad,fearful
the situation makes roger feel ________.,happy,glad,disappointed
the situation makes ryan feel ________.,happy,glad,discouraged
the situation makes shaniqua feel ________.,happy,glad,anxious
the situation makes shereen feel ________.,happy,glad,fearful
the situation makes stephanie feel ________.,happy,glad,fearful
the situation makes tanisha feel ________.,happy,glad,fearful
the situation makes terrence feel ________.,happy,glad,disappointed
the situation makes this boy feel ________.,happy,glad,discouraged
the situation makes this girl feel ________.,happy,glad,discouraged
the situation makes this man feel ________.,happy,glad,discouraged
the situation makes this woman feel ________.,happy,glad,discouraged
the situation makes tia feel ________.,happy,glad,discouraged
the situation makes torrance feel ________.,happy,glad,disappointed
this boy feels ________.,happy,glad,scared
this boy found himself in a ________ situation.,displeasing,serious,great
this boy found himself in an ________ situation.,irritating,amazing,annoying
this boy made me feel ________.,happy,glad,scared
this boy told us all about the recent ________ events.,displeasing,great,serious
this girl feels ________.,happy,glad,scared
this girl found herself in a ________ situation.,displeasing,serious,great
this girl found herself in an ________ situation.,irritating,amazing,annoying
this girl made me feel ________.,happy,glad,scared
this girl told us all about the recent ________ events.,displeasing,great,serious
this man feels ________.,happy,glad,enraged
this man found himself in a ________ situation.,displeasing,great,serious
this man found himself in an ________ situation.,irritating,amazing,annoying
this man made me feel ________.,happy,glad,scared
this man told us all about the recent ________ events.,displeasing,great,serious
this woman feels ________.,happy,glad,enraged
this woman found herself in a ________ situation.,displeasing,serious,great
this woman found herself in an ________ situation.,irritating,amazing,annoying
this woman made me feel ________.,happy,glad,discouraged
this woman told us all about the recent ________ events.,displeasing,serious,great
tia feels ________.,annoyed,glad,irritated
tia found herself in a ________ situation.,serious,displeasing,great
tia found herself in an ________ situation.,irritating,amazing,annoying
tia made me feel ________.,happy,glad,scared
tia told us all about the recent ________ events.,displeasing,great,serious
torrance feels ________.,happy,glad,annoyed
torrance found himself in a ________ situation.,serious,displeasing,great
torrance found himself in an ________ situation.,irritating,amazing,annoying
torrance made me feel ________.,happy,glad,scared
torrance told us all about the recent ________ events.,displeasing,serious,great
