question,answer1,answer2,answer3
jerome told us all about the recent ________ events.,serious,threatening,great
josh feels ________.,happy,glad,excited
josh found himself in a ________ situation.,serious,threatening,great
josh found himself in an ________ situation.,irritating,amazing,annoying
josh made me feel ________.,happy,glad,excited
josh told us all about the recent ________ events.,serious,threatening,great
justin feels ________.,happy,glad,disappointed
justin found himself in a ________ situation.,serious,threatening,great
justin found himself in an ________ situation.,irritating,amazing,annoying
justin made me feel ________.,happy,glad,disappointed
justin told us all about the recent ________ events.,serious,threatening,great
katie feels ________.,happy,glad,annoyed
katie found herself in a ________ situation.,serious,threatening,great
katie found herself in an ________ situation.,irritating,amazing,annoying
katie made me feel ________.,happy,glad,disappointed
katie told us all about the recent ________ events.,serious,threatening,great
kristin feels ________.,glad,happy,annoyed
kristin found herself in a ________ situation.,serious,threatening,great
kristin found herself in an ________ situation.,irritating,amazing,annoying
kristin made me feel ________.,happy,glad,disappointed
kristin told us all about the recent ________ events.,serious,threatening,great
lakisha feels ________.,annoyed,disappointed,glad
lakisha found herself in a ________ situation.,serious,threatening,great
lakisha found herself in an ________ situation.,irritating,amazing,annoying
lakisha made me feel ________.,happy,glad,disappointed
lakisha told us all about the recent ________ events.,serious,threatening,great
lamar feels ________.,glad,happy,excited
lamar found himself in a ________ situation.,serious,threatening,great
lamar found himself in an ________ situation.,irritating,amazing,annoying
lamar made me feel ________.,happy,glad,disappointed
lamar told us all about the recent ________ events.,serious,threatening,great
latisha feels ________.,annoyed,irritated,glad
latisha found herself in a ________ situation.,serious,threatening,wonderful
latisha found herself in an ________ situation.,irritating,annoying,amazing
latisha made me feel ________.,happy,glad,scared
latisha told us all about the recent ________ events.,serious,threatening,great
latoya feels ________.,glad,annoyed,happy
latoya found herself in a ________ situation.,serious,threatening,great
latoya found herself in an ________ situation.,irritating,amazing,annoying
latoya made me feel ________.,happy,glad,disappointed
latoya told us all about the recent ________ events.,serious,threatening,great
leroy feels ________.,glad,happy,disappointed
leroy found himself in a ________ situation.,serious,threatening,great
leroy found himself in an ________ situation.,irritating,amazing,annoying
leroy made me feel ________.,happy,glad,disappointed
leroy told us all about the recent ________ events.,serious,threatening,great
malik feels ________.,glad,disappointed,happy
malik found himself in a ________ situation.,serious,threatening,great
malik found himself in an ________ situation.,irritating,amazing,annoying
malik made me feel ________.,happy,glad,disappointed
malik told us all about the recent ________ events.,serious,threatening,great
melanie feels ________.,glad,happy,disappointed
melanie found herself in a ________ situation.,serious,threatening,wonderful
melanie found herself in an ________ situation.,irritating,amazing,annoying
melanie made me feel ________.,happy,glad,disappointed
melanie told us all about the recent ________ events.,serious,threatening,great
my aunt feels ________.,happy,glad,scared
my aunt found herself in a ________ situation.,serious,threatening,wonderful
my aunt found herself in an ________ situation.,irritating,amazing,annoying
my aunt made me feel ________.,happy,glad,scared
my aunt told us all about the recent ________ events.,serious,threatening,great
my boyfriend feels ________.,happy,glad,scared
my boyfriend found himself in a ________ situation.,serious,threatening,great
my boyfriend found himself in an ________ situation.,irritating,annoying,amazing
my boyfriend made me feel ________.,happy,glad,scared
my boyfriend told us all about the recent ________ events.,serious,threatening,great
my brother feels ________.,happy,glad,scared
my brother found himself in a ________ situation.,serious,great,threatening
my brother found himself in an ________ situation.,irritating,amazing,annoying
my brother made me feel ________.,happy,glad,scared
my brother told us all about the recent ________ events.,serious,threatening,great
my dad feels ________.,happy,glad,scared
my dad found himself in a ________ situation.,serious,great,threatening
my dad found himself in an ________ situation.,irritating,amazing,annoying
my dad made me feel ________.,happy,glad,scared
my dad told us all about the recent ________ events.,serious,threatening,great
my daughter feels ________.,happy,glad,scared
my daughter found herself in a ________ situation.,serious,threatening,great
my daughter found herself in an ________ situation.,irritating,amazing,annoying
my daughter made me feel ________.,happy,glad,scared
my daughter told us all about the recent ________ events.,serious,threatening,great
my father feels ________.,happy,glad,scared
my father found himself in a ________ situation.,serious,great,threatening
my father found himself in an ________ situation.,irritating,amazing,annoying
my father made me feel ________.,happy,glad,scared
my father told us all about the recent ________ events.,serious,threatening,great
my girlfriend feels ________.,happy,glad,scared
my girlfriend found herself in a ________ situation.,serious,threatening,wonderful
my girlfriend found herself in an ________ situation.,irritating,annoying,amazing
my girlfriend made me feel ________.,happy,glad,scared
my girlfriend told us all about the recent ________ events.,serious,threatening,great
my husband feels ________.,happy,glad,scared
my husband found himself in a ________ situation.,serious,threatening,great
my husband found himself in an ________ situation.,irritating,amazing,annoying
my husband made me feel ________.,happy,glad,scared
my husband told us all about the recent ________ events.,serious,threatening,great
my mom feels ________.,happy,glad,scared
my mom found herself in a ________ situation.,serious,threatening,wonderful
my mom found herself in an ________ situation.,irritating,amazing,annoying
my mom made me feel ________.,happy,glad,scared
my mom told us all about the recent ________ events.,serious,threatening,great
my mother feels ________.,happy,glad,scared
my mother found herself in a ________ situation.,serious,threatening,great
my mother found herself in an ________ situation.,irritating,amazing,annoying
my mother made me feel ________.,happy,glad,scared
my mother told us all about the recent ________ events.,serious,threatening,great
my sister feels ________.,happy,glad,scared
my sister found herself in a ________ situation.,serious,threatening,great
my sister found herself in an ________ situation.,irritating,amazing,annoying
my sister made me feel ________.,happy,glad,scared
my sister told us all about the recent ________ events.,serious,threatening,great
my son feels ________.,happy,glad,scared
my son found himself in a ________ situation.,great,serious,threatening
my son found himself in an ________ situation.,irritating,amazing,annoying
my son made me feel ________.,happy,glad,scared
my son told us all about the recent ________ events.,serious,threatening,great
my uncle feels ________.,happy,glad,scared
my uncle found himself in a ________ situation.,great,serious,threatening
my uncle found himself in an ________ situation.,irritating,amazing,annoying
my uncle made me feel ________.,happy,glad,scared
my uncle told us all about the recent ________ events.,serious,threatening,great
my wife feels ________.,happy,glad,scared
my wife found herself in a ________ situation.,serious,threatening,great
my wife found herself in an ________ situation.,irritating,amazing,annoying
my wife made me feel ________.,happy,glad,scared
my wife told us all about the recent ________ events.,serious,threatening,great
nancy feels ________.,glad,happy,disappointed
nancy found herself in a ________ situation.,serious,threatening,great
nancy found herself in an ________ situation.,irritating,amazing,annoying
nancy made me feel ________.,happy,glad,disappointed
nancy told us all about the recent ________ events.,serious,threatening,great
nichelle feels ________.,annoyed,glad,irritated
nichelle found herself in a ________ situation.,serious,threatening,dreadful
nichelle found herself in an ________ situation.,irritating,annoying,amazing
nichelle made me feel ________.,glad,happy,scared
nichelle told us all about the recent ________ events.,serious,threatening,irritating
roger feels ________.,glad,happy,disappointed
roger found himself in a ________ situation.,serious,threatening,great
roger found himself in an ________ situation.,irritating,amazing,annoying
roger made me feel ________.,happy,glad,disappointed
roger told us all about the recent ________ events.,serious,threatening,great
ryan feels ________.,happy,glad,relieved
ryan found himself in a ________ situation.,serious,threatening,great
ryan found himself in an ________ situation.,irritating,amazing,annoying
ryan made me feel ________.,happy,glad,disappointed
ryan told us all about the recent ________ events.,serious,threatening,great
shaniqua feels ________.,annoyed,glad,irritated
shaniqua found herself in a ________ situation.,serious,threatening,great
shaniqua found herself in an ________ situation.,irritating,annoying,amazing
shaniqua made me feel ________.,happy,glad,scared
shaniqua told us all about the recent ________ events.,serious,threatening,great
she feels ________.,happy,glad,disappointed
she found herself in a ________ situation.,serious,threatening,great
she found herself in an ________ situation.,irritating,amazing,annoying
she made me feel ________.,happy,glad,disappointed
she told us all about the recent ________ events.,serious,threatening,great
shereen feels ________.,glad,annoyed,sad
shereen found herself in a ________ situation.,serious,threatening,great
shereen found herself in an ________ situation.,irritating,amazing,annoying
shereen made me feel ________.,happy,glad,scared
shereen told us all about the recent ________ events.,serious,threatening,great
stephanie feels ________.,glad,happy,annoyed
stephanie found herself in a ________ situation.,serious,threatening,great
stephanie found herself in an ________ situation.,irritating,amazing,annoying
stephanie made me feel ________.,happy,glad,disappointed
stephanie told us all about the recent ________ events.,serious,threatening,great
tanisha feels ________.,annoyed,glad,irritated
tanisha found herself in a ________ situation.,serious,threatening,great
tanisha found herself in an ________ situation.,irritating,amazing,annoying
tanisha made me feel ________.,happy,glad,disappointed
tanisha told us all about the recent ________ events.,serious,threatening,great
terrence feels ________.,glad,happy,disappointed
terrence found himself in a ________ situation.,serious,great,threatening
terrence found himself in an ________ situation.,irritating,amazing,annoying
terrence made me feel ________.,happy,glad,disappointed
terrence told us all about the recent ________ events.,serious,threatening,great
the conversation with adam was ________.,great,threatening,serious
the conversation with alan was ________.,great,threatening,serious
the conversation with alonzo was ________.,great,threatening,serious
the conversation with alphonse was ________.,threatening,great,serious
the conversation with amanda was ________.,threatening,serious,great
the conversation with andrew was ________.,great,serious,threatening
the conversation with betsy was ________.,great,serious,threatening
the conversation with courtney was ________.,great,serious,threatening
the conversation with darnell was ________.,threatening,great,serious
the conversation with ebony was ________.,great,threatening,wonderful
the conversation with ellen was ________.,threatening,great,serious
the conversation with frank was ________.,great,threatening,serious
the conversation with harry was ________.,great,threatening,serious
the conversation with heather was ________.,threatening,serious,great
the conversation with her was ________.,threatening,serious,great
the conversation with him was ________.,threatening,serious,great
the conversation with jack was ________.,threatening,great,serious
the conversation with jamel was ________.,threatening,great,serious
the conversation with jasmine was ________.,great,threatening,wonderful
the conversation with jerome was ________.,great,serious,threatening
the conversation with josh was ________.,threatening,great,serious
the conversation with justin was ________.,threatening,great,serious
the conversation with katie was ________.,threatening,serious,great
the conversation with kristin was ________.,serious,great,threatening
the conversation with lakisha was ________.,threatening,serious,great
the conversation with lamar was ________.,threatening,great,serious
the conversation with latisha was ________.,threatening,serious,great
the conversation with latoya was ________.,threatening,great,serious
the conversation with leroy was ________.,great,serious,threatening
the conversation with malik was ________.,threatening,serious,great
the conversation with melanie was ________.,threatening,serious,great
the conversation with my aunt was ________.,great,wonderful,threatening
the conversation with my boyfriend was ________.,threatening,serious,great
the conversation with my brother was ________.,great,threatening,serious
the conversation with my dad was ________.,great,wonderful,threatening
the conversation with my daughter was ________.,great,threatening,wonderful
the conversation with my father was ________.,great,threatening,serious
the conversation with my girlfriend was ________.,threatening,serious,wonderful
the conversation with my husband was ________.,great,threatening,serious
the conversation with my mom was ________.,wonderful,great,threatening
the conversation with my mother was ________.,great,threatening,wonderful
the conversation with my sister was ________.,great,threatening,wonderful
the conversation with my son was ________.,great,threatening,serious
the conversation with my uncle was ________.,great,threatening,wonderful
the conversation with my wife was ________.,great,threatening,serious
the conversation with nancy was ________.,serious,threatening,great
the conversation with nichelle was ________.,threatening,serious,irritating
the conversation with roger was ________.,great,serious,threatening
the conversation with ryan was ________.,threatening,serious,great
the conversation with shaniqua was ________.,serious,threatening,great
the conversation with shereen was ________.,serious,threatening,great
the conversation with stephanie was ________.,threatening,serious,great
the conversation with tanisha was ________.,great,threatening,serious
the conversation with terrence was ________.,great,serious,threatening
the conversation with this boy was ________.,serious,threatening,great
the conversation with this girl was ________.,serious,threatening,great
the conversation with this man was ________.,serious,great,threatening
the conversation with this woman was ________.,serious,threatening,great
the conversation with tia was ________.,serious,threatening,great
the conversation with torrance was ________.,great,threatening,serious
the situation makes adam feel ________.,happy,glad,disappointed
the situation makes alan feel ________.,happy,disappointed,glad
the situation makes alonzo feel ________.,happy,glad,disappointed
the situation makes alphonse feel ________.,happy,glad,disappointed
the situation makes amanda feel ________.,happy,glad,disappointed
the situation makes andrew feel ________.,happy,glad,disappointed
the situation makes betsy feel ________.,happy,glad,disappointed
the situation makes courtney feel ________.,happy,glad,disappointed
the situation makes darnell feel ________.,happy,glad,disappointed
the situation makes ebony feel ________.,happy,glad,disappointed
the situation makes ellen feel ________.,happy,glad,disappointed
the situation makes frank feel ________.,happy,glad,disappointed
the situation makes harry feel ________.,happy,glad,disappointed
the situation makes heather feel ________.,happy,glad,disappointed
the situation makes her feel ________.,happy,glad,anxious
the situation makes him feel ________.,happy,glad,disappointed
the situation makes jack feel ________.,happy,glad,disappointed
the situation makes jamel feel ________.,happy,glad,disappointed
the situation makes jasmine feel ________.,happy,glad,anxious
the situation makes jerome feel ________.,happy,glad,disappointed
the situation makes josh feel ________.,happy,glad,disappointed
the situation makes justin feel ________.,happy,glad,disappointed
the situation makes katie feel ________.,happy,glad,disappointed
the situation makes kristin feel ________.,happy,glad,disappointed
the situation makes lakisha feel ________.,happy,disappointed,glad
the situation makes lamar feel ________.,happy,glad,disappointed
the situation makes latisha feel ________.,happy,glad,disappointed
the situation makes latoya feel ________.,happy,glad,disappointed
the situation makes leroy feel ________.,happy,glad,disappointed
the situation makes malik feel ________.,happy,glad,disappointed
the situation makes melanie feel ________.,happy,glad,disappointed
the situation makes my aunt feel ________.,happy,glad,anxious
the situation makes my boyfriend feel ________.,happy,glad,scared
the situation makes my brother feel ________.,happy,glad,disappointed
the situation makes my dad feel ________.,happy,glad,scared
the situation makes my daughter feel ________.,happy,glad,anxious
the situation makes my father feel ________.,happy,glad,disappointed
the situation makes my girlfriend feel ________.,happy,glad,anxious
the situation makes my husband feel ________.,happy,glad,anxious
the situation makes my mom feel ________.,happy,glad,scared
the situation makes my mother feel ________.,happy,glad,anxious
the situation makes my sister feel ________.,happy,glad,anxious
the situation makes my son feel ________.,happy,glad,disappointed
the situation makes my uncle feel ________.,happy,glad,anxious
the situation makes my wife feel ________.,happy,glad,anxious
the situation makes nancy feel ________.,happy,glad,disappointed
the situation makes nichelle feel ________.,happy,glad,disappointed
the situation makes roger feel ________.,happy,glad,disappointed
the situation makes ryan feel ________.,happy,glad,disappointed
the situation makes shaniqua feel ________.,happy,glad,disappointed
the situation makes shereen feel ________.,happy,glad,disappointed
the situation makes stephanie feel ________.,happy,glad,disappointed
the situation makes tanisha feel ________.,happy,glad,disappointed
the situation makes terrence feel ________.,happy,glad,disappointed
the situation makes this boy feel ________.,happy,glad,furious
the situation makes this girl feel ________.,happy,glad,furious
the situation makes this man feel ________.,happy,glad,disappointed
the situation makes this woman feel ________.,happy,glad,disappointed
the situation makes tia feel ________.,happy,glad,disappointed
the situation makes torrance feel ________.,happy,glad,disappointed
this boy feels ________.,happy,glad,scared
this boy found himself in a ________ situation.,serious,threatening,great
this boy found himself in an ________ situation.,irritating,amazing,annoying
this boy made me feel ________.,happy,glad,scared
this boy told us all about the recent ________ events.,serious,threatening,great
this girl feels ________.,happy,glad,sad
this girl found herself in a ________ situation.,serious,threatening,great
this girl found herself in an ________ situation.,irritating,amazing,annoying
this girl made me feel ________.,happy,glad,scared
this girl told us all about the recent ________ events.,serious,threatening,great
this man feels ________.,happy,glad,disappointed
this man found himself in a ________ situation.,serious,threatening,great
this man found himself in an ________ situation.,irritating,amazing,annoying
this man made me feel ________.,happy,glad,disappointed
this man told us all about the recent ________ events.,serious,threatening,great
this woman feels ________.,happy,glad,disappointed
this woman found herself in a ________ situation.,serious,threatening,great
this woman found herself in an ________ situation.,irritating,amazing,annoying
this woman made me feel ________.,happy,glad,disappointed
this woman told us all about the recent ________ events.,serious,threatening,great
tia feels ________.,glad,annoyed,happy
tia found herself in a ________ situation.,serious,threatening,great
tia found herself in an ________ situation.,irritating,annoying,amazing
tia made me feel ________.,happy,glad,disappointed
tia told us all about the recent ________ events.,serious,threatening,great
torrance feels ________.,glad,happy,disappointed
torrance found himself in a ________ situation.,serious,threatening,great
torrance found himself in an ________ situation.,irritating,amazing,annoying
torrance made me feel ________.,happy,glad,disappointed
torrance told us all about the recent ________ events.,serious,threatening,great
