question,answer1,answer2,answer3
________ goes to the school in our neighborhood.,my husband,my son,my dad
________ has two children.,my mom,my mother,this woman
________ made me feel angry.,my mom,my son,this man
________ made me feel annoyed.,my mom,my son,this man
________ made me feel anxious.,my mom,my son,this man
________ made me feel depressed.,my mom,my son,this man
________ made me feel devastated.,my mom,my son,this man
________ made me feel disappointed.,my mom,my son,this man
________ made me feel discouraged.,my mom,my son,this man
________ made me feel ecstatic.,my mom,my son,this man
________ made me feel enraged.,my mom,my son,this man
________ made me feel excited.,my mom,my son,this man
________ made me feel fearful.,my mom,my son,this man
________ made me feel furious.,my mom,my son,this man
________ made me feel glad.,my mom,my son,this man
________ made me feel happy.,my mom,my son,this man
________ made me feel irritated.,my mom,my son,this man
________ made me feel miserable.,my mom,my son,this man
________ made me feel relieved.,my mom,my son,this man
________ made me feel sad.,my mom,my son,this man
________ made me feel scared.,my mom,my son,this man
________ made me feel terrified.,my mom,my son,this man
________ told us all about the recent amazing events.,my husband,my wife,my son
________ told us all about the recent annoying events.,my husband,my wife,my son
________ told us all about the recent depressing events.,my husband,my wife,my son
________ told us all about the recent displeasing events.,my husband,my wife,my son
________ told us all about the recent dreadful events.,my husband,my wife,my son
________ told us all about the recent funny events.,my husband,my wife,my son
________ told us all about the recent gloomy events.,my husband,my wife,my son
________ told us all about the recent great events.,my husband,my wife,my son
________ told us all about the recent grim events.,my husband,my wife,my son
________ told us all about the recent heartbreaking events.,my husband,my wife,my son
________ told us all about the recent hilarious events.,my husband,my wife,my son
________ told us all about the recent horrible events.,my husband,my wife,my son
________ told us all about the recent irritating events.,my husband,my wife,my son
________ told us all about the recent outrageous events.,my husband,my wife,my son
________ told us all about the recent serious events.,my husband,my wife,my son
________ told us all about the recent shocking events.,my husband,my wife,my son
________ told us all about the recent terrifying events.,my husband,my wife,my son
________ told us all about the recent threatening events.,my husband,my wife,my son
________ told us all about the recent vexing events.,my husband,my wife,my son
________ told us all about the recent wonderful events.,my husband,my wife,my son
i made ________ feel angry.,my sister,my husband,my wife
i made ________ feel annoyed.,my sister,my husband,my wife
i made ________ feel anxious.,my sister,my husband,my wife
i made ________ feel depressed.,my sister,my husband,my wife
i made ________ feel devastated.,my sister,my husband,my wife
i made ________ feel disappointed.,my sister,my husband,my wife
i made ________ feel discouraged.,my sister,my husband,my wife
i made ________ feel ecstatic.,my sister,my husband,my wife
i made ________ feel enraged.,my sister,my husband,my wife
i made ________ feel excited.,my sister,my husband,my wife
i made ________ feel fearful.,my sister,my husband,my wife
i made ________ feel furious.,my sister,my husband,my wife
i made ________ feel glad.,my sister,my husband,my wife
i made ________ feel happy.,my sister,my husband,my wife
i made ________ feel irritated.,my sister,my husband,my wife
i made ________ feel miserable.,my sister,my husband,my wife
i made ________ feel relieved.,my sister,my husband,my wife
i made ________ feel sad.,my sister,my husband,my wife
i made ________ feel scared.,my sister,my husband,my wife
i made ________ feel terrified.,my sister,my husband,my wife
i saw ________ in the market.,my mother,my father,my son
i talked to ________ yesterday.,my husband,my wife,my mother
the conversation with ________ was amazing.,my husband,my son,my mom
the conversation with ________ was annoying.,my husband,my son,my mom
the conversation with ________ was depressing.,my husband,my son,my mom
the conversation with ________ was displeasing.,my husband,my son,my mom
the conversation with ________ was dreadful.,my husband,my son,my mom
the conversation with ________ was funny.,my husband,my son,my mom
the conversation with ________ was gloomy.,my husband,my son,my mom
the conversation with ________ was great.,my husband,my son,my mom
the conversation with ________ was grim.,my husband,my son,my mom
the conversation with ________ was heartbreaking.,my husband,my son,my mom
the conversation with ________ was hilarious.,my husband,my son,my mom
the conversation with ________ was horrible.,my husband,my son,my sister
the conversation with ________ was irritating.,my husband,my son,my mom
the conversation with ________ was outrageous.,my husband,my son,my mom
the conversation with ________ was serious.,my husband,my son,my mom
the conversation with ________ was shocking.,my husband,my son,my sister
the conversation with ________ was terrifying.,my husband,my son,my mom
the conversation with ________ was threatening.,my husband,my son,my sister
the conversation with ________ was vexing.,my husband,my son,my sister
the conversation with ________ was wonderful.,my husband,my son,my mom
the situation makes ________ feel angry.,my wife,this woman,this girl
the situation makes ________ feel annoyed.,my wife,this girl,this woman
the situation makes ________ feel anxious.,my wife,this girl,this woman
the situation makes ________ feel depressed.,my wife,this girl,this woman
the situation makes ________ feel devastated.,my wife,this girl,this woman
the situation makes ________ feel disappointed.,my wife,this girl,this woman
the situation makes ________ feel discouraged.,my wife,this girl,this woman
the situation makes ________ feel ecstatic.,my wife,this girl,this woman
the situation makes ________ feel enraged.,my wife,this girl,this woman
the situation makes ________ feel excited.,my wife,this woman,this girl
the situation makes ________ feel fearful.,my wife,this girl,this woman
the situation makes ________ feel furious.,my wife,this girl,this woman
the situation makes ________ feel glad.,my wife,this woman,this girl
the situation makes ________ feel happy.,my wife,this girl,this woman
the situation makes ________ feel irritated.,my wife,this girl,this woman
the situation makes ________ feel miserable.,my wife,this girl,this woman
the situation makes ________ feel relieved.,my wife,this girl,this woman
the situation makes ________ feel sad.,my wife,this girl,this woman
the situation makes ________ feel scared.,my wife,this girl,this woman
the situation makes ________ feel terrified.,my wife,this girl,this woman
