question,answer1,answer2,answer3
________ made me feel terrified.,my dad,my father,this man
________ told us all about the recent amazing events.,my mother,my son,my father
________ told us all about the recent annoying events.,my mother,my son,my father
________ told us all about the recent depressing events.,my mother,my son,my father
________ told us all about the recent displeasing events.,my mother,my son,my father
________ told us all about the recent dreadful events.,my mother,my son,my father
________ told us all about the recent funny events.,my mother,my son,my father
________ told us all about the recent gloomy events.,my mother,my son,my father
________ told us all about the recent great events.,my mother,my son,my father
________ told us all about the recent grim events.,my mother,my son,my father
________ told us all about the recent heartbreaking events.,my mother,my son,my father
________ told us all about the recent hilarious events.,my mother,my son,my father
________ told us all about the recent horrible events.,my mother,my son,my father
________ told us all about the recent irritating events.,my mother,my son,my father
________ told us all about the recent outrageous events.,my mother,my son,my father
________ told us all about the recent serious events.,my mother,my son,my father
________ told us all about the recent shocking events.,my mother,my son,my father
________ told us all about the recent terrifying events.,my mother,my son,my father
________ told us all about the recent threatening events.,my mother,my son,my father
________ told us all about the recent vexing events.,my mother,my son,my father
________ told us all about the recent wonderful events.,my mother,my son,my father
i made ________ feel angry.,my mother,my mom,my dad
i made ________ feel annoyed.,my mother,my mom,my dad
i made ________ feel anxious.,my mother,my mom,my dad
i made ________ feel depressed.,my mother,my mom,my dad
i made ________ feel devastated.,my mother,my mom,my dad
i made ________ feel disappointed.,my mother,my mom,my dad
i made ________ feel discouraged.,my mother,my mom,my dad
i made ________ feel ecstatic.,my mother,my mom,my dad
i made ________ feel enraged.,my mother,my mom,my dad
i made ________ feel excited.,my mother,my mom,my dad
i made ________ feel fearful.,my mother,my mom,my dad
i made ________ feel furious.,my mother,my mom,my dad
i made ________ feel glad.,my mother,my mom,my dad
i made ________ feel happy.,my mother,my mom,my dad
i made ________ feel irritated.,my mother,my mom,my dad
i made ________ feel miserable.,my mother,my mom,my dad
i made ________ feel relieved.,my mother,my mom,my dad
i made ________ feel sad.,my mother,my mom,my dad
i made ________ feel scared.,my mother,my mom,my dad
i made ________ feel terrified.,my mother,my mom,my dad
i saw ________ in the market.,this woman,my daughter,my son
i talked to ________ yesterday.,my mom,my mother,my wife
the conversation with ________ was amazing.,my husband,my dad,my father
the conversation with ________ was annoying.,my husband,my dad,my father
the conversation with ________ was depressing.,my husband,my dad,my father
the conversation with ________ was displeasing.,my husband,my dad,my father
the conversation with ________ was dreadful.,my husband,my dad,my father
the conversation with ________ was funny.,my husband,my dad,my father
the conversation with ________ was gloomy.,my husband,my dad,my father
the conversation with ________ was great.,my husband,my dad,my father
the conversation with ________ was grim.,my husband,my dad,my father
the conversation with ________ was heartbreaking.,my husband,my dad,my father
the conversation with ________ was hilarious.,my husband,my dad,my father
the conversation with ________ was horrible.,my husband,my dad,my father
the conversation with ________ was irritating.,my husband,my dad,my father
the conversation with ________ was outrageous.,my husband,my dad,my father
the conversation with ________ was serious.,my husband,my dad,my father
the conversation with ________ was shocking.,my husband,my dad,my father
the conversation with ________ was terrifying.,my husband,my dad,my father
the conversation with ________ was threatening.,my husband,my dad,my father
the conversation with ________ was vexing.,my husband,my dad,my father
the conversation with ________ was wonderful.,my husband,my dad,my father
the situation makes ________ feel angry.,my mother,my mom,my dad
the situation makes ________ feel annoyed.,my mother,my mom,my dad
the situation makes ________ feel anxious.,my mother,my mom,my dad
the situation makes ________ feel depressed.,my mother,my mom,my dad
the situation makes ________ feel devastated.,my mother,my mom,my dad
the situation makes ________ feel disappointed.,my mother,my mom,my dad
the situation makes ________ feel discouraged.,my mother,my mom,my dad
the situation makes ________ feel ecstatic.,my mother,my mom,my dad
the situation makes ________ feel enraged.,my mother,my mom,my dad
the situation makes ________ feel excited.,my mother,my mom,my dad
the situation makes ________ feel fearful.,my mother,my mom,my dad
the situation makes ________ feel furious.,my mother,my mom,my dad
the situation makes ________ feel glad.,my mother,my mom,my dad
the situation makes ________ feel happy.,my mother,my mom,my dad
the situation makes ________ feel irritated.,my mother,my mom,my dad
the situation makes ________ feel miserable.,my mother,my mom,my dad
the situation makes ________ feel relieved.,my mother,my mom,my dad
the situation makes ________ feel sad.,my mother,my mom,my dad
the situation makes ________ feel scared.,my mother,my mom,my dad
the situation makes ________ feel terrified.,my mother,my mom,my dad
